person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status,loan_id
26.0,male,Master,63756.0,3,RENT,8400.0,MEDICAL,13.99,0.13,2.0,699,Yes,0,9649
23.0,male,Bachelor,37137.0,0,RENT,3000.0,MEDICAL,5.79,0.08,3.0,567,Yes,0,2544
26.0,male,Master,178602.0,6,RENT,20000.0,DEBTCONSOLIDATION,17.99,0.11,3.0,604,No,1,860
27.0,male,Associate,282681.0,2,MORTGAGE,28000.0,PERSONAL,15.96,0.1,9.0,614,No,0,28385
27.0,male,Associate,35747.0,4,RENT,3000.0,HOMEIMPROVEMENT,7.01,0.08,5.0,652,No,1,44133
24.0,female,Bachelor,54187.0,0,RENT,1325.0,PERSONAL,10.0,0.02,4.0,583,No,1,1508
23.0,female,High School,53749.0,0,RENT,5000.0,MEDICAL,11.25,0.09,3.0,625,No,1,44466
24.0,female,High School,84927.0,0,RENT,6000.0,EDUCATION,13.02,0.07,2.0,654,Yes,0,36217
23.0,male,High School,94566.0,1,RENT,20000.0,HOMEIMPROVEMENT,18.25,0.21,2.0,611,No,1,789
31.0,male,Master,60889.0,3,RENT,6400.0,VENTURE,13.32,0.11,8.0,663,Yes,0,38275
28.0,male,Master,73201.0,8,MORTGAGE,2500.0,HOMEIMPROVEMENT,11.01,0.03,7.0,680,No,0,22984
22.0,male,Associate,57573.0,3,RENT,6850.0,DEBTCONSOLIDATION,10.65,0.12,4.0,668,No,1,7647
30.0,female,Bachelor,90774.0,8,RENT,15000.0,PERSONAL,7.92,0.17,6.0,681,No,0,36382
25.0,female,High School,28944.0,3,RENT,4000.0,MEDICAL,12.42,0.14,3.0,613,Yes,0,3724
27.0,female,Bachelor,61537.0,4,RENT,12000.0,VENTURE,9.91,0.2,7.0,660,Yes,0,19497
39.0,female,Associate,84685.0,15,MORTGAGE,10000.0,MEDICAL,9.52,0.12,14.0,686,No,0,39489
23.0,female,Bachelor,63840.0,0,RENT,10000.0,VENTURE,10.29,0.16,2.0,582,No,0,38345
31.0,female,Bachelor,35973.0,7,RENT,15075.0,MEDICAL,11.01,0.42,10.0,659,No,1,42990
36.0,female,Associate,28636.0,11,RENT,9450.0,PERSONAL,10.37,0.33,13.0,702,No,1,30802
25.0,male,Associate,73042.0,1,RENT,7000.0,MEDICAL,9.25,0.1,2.0,657,Yes,0,7083
25.0,female,Bachelor,71016.0,5,RENT,5578.0,MEDICAL,14.36,0.08,4.0,672,No,1,44780
26.0,male,Associate,121332.0,4,RENT,15000.0,VENTURE,13.49,0.12,4.0,645,No,0,1843
26.0,male,Bachelor,83887.0,2,RENT,14016.0,VENTURE,12.75,0.17,3.0,560,Yes,0,40518
31.0,male,Bachelor,72982.0,7,MORTGAGE,17000.0,PERSONAL,8.9,0.23,8.0,645,Yes,0,22935
28.0,female,Bachelor,67148.0,1,RENT,4500.0,VENTURE,6.99,0.07,6.0,711,Yes,0,38700
24.0,female,Master,113578.0,2,MORTGAGE,8475.0,MEDICAL,12.99,0.07,4.0,643,No,1,15126
39.0,male,Bachelor,85109.0,16,MORTGAGE,12500.0,PERSONAL,7.9,0.15,12.0,704,No,0,30901
25.0,male,Associate,114688.0,0,RENT,7000.0,DEBTCONSOLIDATION,6.99,0.06,2.0,649,Yes,0,7224
37.0,female,Associate,96914.0,11,MORTGAGE,13000.0,EDUCATION,6.73,0.13,16.0,698,No,0,36503
35.0,male,Master,60274.0,11,RENT,12000.0,DEBTCONSOLIDATION,12.82,0.2,11.0,680,Yes,0,37801
39.0,male,High School,180785.0,19,MORTGAGE,30000.0,MEDICAL,8.9,0.17,11.0,678,No,0,32268
37.0,male,Bachelor,58693.0,15,RENT,7500.0,PERSONAL,11.01,0.13,13.0,667,Yes,0,30505
22.0,male,Bachelor,60545.0,0,MORTGAGE,5150.0,DEBTCONSOLIDATION,8.88,0.09,2.0,576,Yes,0,6675
25.0,female,Associate,80161.0,0,MORTGAGE,16002.0,VENTURE,10.02,0.2,4.0,632,Yes,0,42046
22.0,male,High School,96842.0,1,RENT,7000.0,DEBTCONSOLIDATION,6.62,0.07,3.0,490,Yes,0,7179
36.0,male,Bachelor,62241.0,14,RENT,4855.0,EDUCATION,11.79,0.08,13.0,700,Yes,0,36527
25.0,male,Associate,29863.0,4,RENT,10000.0,DEBTCONSOLIDATION,9.27,0.33,3.0,692,No,1,44325
23.0,female,Master,60235.0,4,RENT,20000.0,EDUCATION,6.54,0.33,4.0,615,No,1,609
22.0,male,High School,26872.0,3,OWN,8500.0,VENTURE,6.54,0.32,4.0,656,No,0,761
29.0,male,Doctorate,41800.0,5,RENT,6000.0,EDUCATION,14.09,0.14,7.0,575,Yes,0,21568
22.0,male,High School,39160.0,0,RENT,6800.0,VENTURE,14.11,0.17,2.0,559,No,1,7475
28.0,female,Bachelor,71320.0,8,RENT,8000.0,PERSONAL,11.38,0.11,6.0,588,Yes,0,37616
24.0,female,Associate,121085.0,1,RENT,12000.0,HOMEIMPROVEMENT,7.9,0.1,2.0,601,No,0,13126
36.0,male,Associate,91049.0,15,MORTGAGE,14400.0,DEBTCONSOLIDATION,12.15,0.16,10.0,704,No,0,36820
34.0,male,Bachelor,73480.0,12,MORTGAGE,10000.0,PERSONAL,9.88,0.14,8.0,704,No,0,23157
28.0,female,High School,114423.0,5,MORTGAGE,7442.0,VENTURE,11.9,0.07,6.0,684,No,0,35063
27.0,male,Master,156910.0,6,RENT,10000.0,VENTURE,13.47,0.06,6.0,723,No,0,20600
33.0,female,High School,168969.0,7,MORTGAGE,8000.0,VENTURE,5.79,0.05,6.0,576,Yes,0,27436
41.0,male,Master,67843.0,19,RENT,9000.0,HOMEIMPROVEMENT,5.99,0.13,16.0,634,Yes,0,30006
23.0,female,Bachelor,98081.0,0,RENT,12000.0,PERSONAL,16.29,0.12,4.0,636,Yes,0,12957
23.0,male,Bachelor,72961.0,3,MORTGAGE,3000.0,MEDICAL,8.9,0.04,4.0,637,No,0,8699
22.0,male,Bachelor,46137.0,3,RENT,7074.0,DEBTCONSOLIDATION,11.0,0.15,3.0,667,Yes,0,40123
24.0,male,Associate,85279.0,3,MORTGAGE,14000.0,VENTURE,5.92,0.16,3.0,669,Yes,0,33799
29.0,male,High School,45479.0,4,RENT,12000.0,HOMEIMPROVEMENT,9.63,0.26,7.0,656,No,1,25211
37.0,male,High School,163108.0,15,RENT,10000.0,VENTURE,7.74,0.06,13.0,699,Yes,0,29926
32.0,male,Master,46753.0,12,MORTGAGE,10000.0,VENTURE,10.37,0.21,6.0,688,Yes,0,20060
30.0,male,Associate,133167.0,5,MORTGAGE,4800.0,MEDICAL,5.99,0.04,5.0,673,Yes,0,26669
34.0,male,Bachelor,61085.0,13,RENT,15000.0,HOMEIMPROVEMENT,12.72,0.25,9.0,661,Yes,0,26982
22.0,female,Master,106677.0,0,MORTGAGE,16000.0,PERSONAL,11.71,0.15,3.0,673,No,0,13082
21.0,female,Master,31155.0,0,OWN,6500.0,MEDICAL,11.34,0.21,4.0,610,Yes,0,1133
34.0,female,Associate,42884.0,9,RENT,7200.0,VENTURE,12.42,0.17,9.0,604,Yes,0,22497
22.0,female,High School,18817.0,0,RENT,6000.0,MEDICAL,6.03,0.32,3.0,621,No,1,6103
34.0,female,Associate,51082.0,9,RENT,5000.0,VENTURE,11.01,0.1,5.0,671,Yes,0,20778
28.0,female,Bachelor,51383.0,4,MORTGAGE,7300.0,VENTURE,11.01,0.14,9.0,661,No,0,20617
45.0,male,High School,24255.0,24,RENT,4000.0,VENTURE,10.0,0.16,15.0,665,No,1,29781
25.0,female,Bachelor,62189.0,0,MORTGAGE,7000.0,DEBTCONSOLIDATION,7.88,0.11,4.0,671,No,0,7046
30.0,female,Master,37403.0,8,RENT,4500.0,EDUCATION,13.92,0.12,8.0,672,Yes,0,20366
22.0,male,Associate,60501.0,0,RENT,25000.0,PERSONAL,11.83,0.41,3.0,687,No,1,127
25.0,male,Bachelor,97293.0,2,OWN,25000.0,EDUCATION,11.48,0.26,4.0,652,Yes,0,12334
24.0,male,Bachelor,39245.0,4,RENT,8487.0,HOMEIMPROVEMENT,16.45,0.22,5.0,647,No,1,43396
24.0,female,Associate,29785.0,3,RENT,2500.0,MEDICAL,10.74,0.08,3.0,567,Yes,0,2303
21.0,male,Associate,32204.0,0,RENT,8875.0,EDUCATION,15.62,0.28,3.0,691,No,1,5243
25.0,male,High School,39209.0,4,MORTGAGE,6250.0,DEBTCONSOLIDATION,11.49,0.16,3.0,606,No,0,2405
22.0,female,Master,48971.0,0,RENT,4000.0,DEBTCONSOLIDATION,11.01,0.08,3.0,668,Yes,0,17522
32.0,male,Bachelor,24981.0,10,RENT,3500.0,PERSONAL,6.39,0.14,5.0,607,Yes,0,19727
25.0,female,Bachelor,69508.0,3,MORTGAGE,6000.0,VENTURE,7.99,0.09,3.0,661,Yes,0,33662
35.0,male,Bachelor,63820.0,12,RENT,3000.0,MEDICAL,11.48,0.05,6.0,680,No,0,19550
25.0,female,Associate,79049.0,4,RENT,18000.0,VENTURE,11.01,0.23,3.0,536,Yes,0,1016
29.0,female,Master,61793.0,7,RENT,5000.0,HOMEIMPROVEMENT,9.88,0.08,8.0,707,Yes,0,20981
23.0,male,Associate,51188.0,3,RENT,6000.0,HOMEIMPROVEMENT,15.35,0.12,3.0,622,No,1,44252
26.0,female,Master,121008.0,2,RENT,11200.0,EDUCATION,13.98,0.09,2.0,696,No,0,12024
22.0,male,Master,18367.0,0,OWN,2100.0,PERSONAL,11.14,0.11,4.0,583,No,0,250
22.0,female,Master,30128.0,1,RENT,2000.0,EDUCATION,13.11,0.07,4.0,645,Yes,0,1801
34.0,male,High School,77167.0,12,MORTGAGE,5125.0,HOMEIMPROVEMENT,8.49,0.07,5.0,638,Yes,0,23509
25.0,female,High School,103283.0,3,MORTGAGE,5000.0,HOMEIMPROVEMENT,6.17,0.05,2.0,648,Yes,0,12836
21.0,female,High School,29451.0,0,RENT,1000.0,MEDICAL,10.99,0.03,2.0,546,No,1,1333
25.0,female,Master,30891.0,7,RENT,1600.0,MEDICAL,12.98,0.05,3.0,667,Yes,0,15025
23.0,female,Bachelor,53774.0,0,RENT,3000.0,MEDICAL,11.49,0.06,3.0,650,Yes,0,40950
27.0,female,Associate,88464.0,5,RENT,4437.0,MEDICAL,7.33,0.05,4.0,605,Yes,0,41312
27.0,male,Associate,123040.0,2,RENT,12500.0,VENTURE,11.99,0.1,7.0,604,Yes,0,25953
30.0,female,High School,46131.0,6,RENT,19750.0,DEBTCONSOLIDATION,10.48,0.43,10.0,627,No,1,44257
29.0,female,High School,144902.0,7,MORTGAGE,35000.0,EDUCATION,8.9,0.24,7.0,631,Yes,0,36973
26.0,male,Bachelor,18104.0,2,RENT,2000.0,PERSONAL,17.49,0.11,4.0,651,No,1,1756
27.0,female,Master,210914.0,5,MORTGAGE,2575.0,VENTURE,8.45,0.01,5.0,594,No,0,38110
30.0,female,Associate,52658.0,12,MORTGAGE,4200.0,HOMEIMPROVEMENT,13.49,0.08,7.0,646,No,0,20822
28.0,female,High School,40522.0,8,RENT,7959.0,DEBTCONSOLIDATION,6.86,0.2,7.0,649,No,1,44062
30.0,female,High School,36735.0,9,RENT,7750.0,VENTURE,13.87,0.21,9.0,673,No,1,22811
22.0,male,Bachelor,72964.0,0,MORTGAGE,6000.0,EDUCATION,9.91,0.08,4.0,661,Yes,0,8739
23.0,male,Associate,65909.0,3,MORTGAGE,3000.0,DEBTCONSOLIDATION,11.01,0.05,3.0,700,Yes,0,7688
38.0,female,Associate,93561.0,16,OWN,3000.0,VENTURE,8.59,0.03,15.0,627,Yes,0,31124
22.0,male,High School,84873.0,0,RENT,8000.0,EDUCATION,6.99,0.09,2.0,517,Yes,0,9387
26.0,female,Master,54943.0,4,MORTGAGE,6000.0,MEDICAL,14.27,0.11,4.0,644,Yes,0,5300
26.0,female,Bachelor,62167.0,5,RENT,10000.0,PERSONAL,11.35,0.16,4.0,708,No,1,42333
23.0,female,High School,40632.0,0,RENT,20000.0,EDUCATION,16.0,0.49,2.0,649,No,1,587
29.0,male,Associate,83709.0,8,MORTGAGE,25000.0,HOMEIMPROVEMENT,12.8,0.3,5.0,674,No,1,24770
24.0,female,High School,67052.0,1,RENT,9000.0,VENTURE,14.35,0.13,3.0,636,Yes,0,34552
24.0,male,Bachelor,175284.0,4,RENT,14000.0,VENTURE,12.84,0.08,4.0,704,Yes,0,14133
27.0,female,High School,115717.0,2,RENT,2500.0,DEBTCONSOLIDATION,11.58,0.02,9.0,571,No,0,19326
34.0,female,High School,97091.0,13,MORTGAGE,15000.0,PERSONAL,6.03,0.15,10.0,606,Yes,0,25017
31.0,male,Associate,73294.0,6,MORTGAGE,15000.0,EDUCATION,11.38,0.2,7.0,698,Yes,0,37027
26.0,male,Master,159172.0,2,MORTGAGE,10859.0,EDUCATION,9.93,0.07,4.0,620,Yes,0,33677
24.0,female,High School,39509.0,4,RENT,3600.0,MEDICAL,7.49,0.09,3.0,629,Yes,0,3306
22.0,male,Associate,61125.0,2,OWN,6000.0,EDUCATION,8.94,0.1,2.0,651,Yes,0,6794
24.0,male,High School,45353.0,3,RENT,5000.0,MEDICAL,16.45,0.11,3.0,648,No,1,4991
36.0,male,Associate,87351.0,13,RENT,10000.0,PERSONAL,11.49,0.11,14.0,644,Yes,0,31075
28.0,female,Associate,41522.0,5,MORTGAGE,3000.0,MEDICAL,5.42,0.07,5.0,652,Yes,0,28386
29.0,male,Associate,34741.0,8,RENT,9528.0,DEBTCONSOLIDATION,10.2,0.27,5.0,687,No,1,43588
25.0,male,Bachelor,75585.0,3,RENT,15000.0,EDUCATION,9.28,0.2,3.0,632,Yes,0,40548
22.0,male,Bachelor,48779.0,4,MORTGAGE,2400.0,DEBTCONSOLIDATION,16.02,0.05,4.0,660,No,1,5664
26.0,male,High School,40982.0,2,RENT,11047.0,DEBTCONSOLIDATION,14.85,0.27,5.0,564,No,1,44096
23.0,male,Associate,103016.0,0,RENT,9600.0,MEDICAL,10.99,0.09,4.0,660,No,0,10289
25.0,male,Bachelor,59530.0,0,MORTGAGE,18200.0,MEDICAL,11.99,0.31,4.0,662,No,1,7856
25.0,female,High School,111665.0,5,MORTGAGE,24181.0,EDUCATION,9.96,0.22,4.0,574,Yes,0,41082
38.0,male,Associate,57772.0,19,RENT,3000.0,VENTURE,11.01,0.05,11.0,687,No,0,29612
28.0,female,Master,56760.0,8,RENT,5500.0,MEDICAL,11.11,0.1,10.0,737,No,1,21340
28.0,male,Master,103136.0,8,MORTGAGE,18000.0,MEDICAL,12.53,0.17,10.0,634,Yes,0,25502
34.0,male,Bachelor,68097.0,10,RENT,5000.0,PERSONAL,8.9,0.07,8.0,663,No,0,21082
24.0,male,Associate,161487.0,1,RENT,25000.0,DEBTCONSOLIDATION,10.37,0.15,2.0,641,No,0,337
23.0,male,High School,90816.0,0,MORTGAGE,16800.0,MEDICAL,13.47,0.18,4.0,640,Yes,0,11732
23.0,female,Associate,36632.0,0,RENT,4000.0,VENTURE,10.74,0.11,4.0,631,No,0,3781
30.0,male,Associate,161778.0,5,MORTGAGE,5600.0,DEBTCONSOLIDATION,11.01,0.03,5.0,660,Yes,0,27335
32.0,male,High School,58521.0,10,RENT,3600.0,VENTURE,6.92,0.06,6.0,587,Yes,0,28788
24.0,male,Bachelor,66810.0,0,MORTGAGE,9600.0,EDUCATION,11.01,0.14,3.0,644,No,0,17005
31.0,female,Associate,68272.0,10,MORTGAGE,6049.0,MEDICAL,12.33,0.09,9.0,563,No,1,44194
23.0,female,High School,70795.0,1,MORTGAGE,3000.0,EDUCATION,11.38,0.04,3.0,663,No,0,41290
24.0,male,High School,61082.0,3,RENT,4000.0,EDUCATION,7.88,0.07,2.0,632,Yes,0,3977
22.0,male,Master,93304.0,0,MORTGAGE,21000.0,EDUCATION,11.48,0.23,3.0,580,Yes,0,11886
28.0,female,High School,34209.0,4,MORTGAGE,15000.0,VENTURE,6.54,0.44,10.0,644,No,0,18834
22.0,female,Master,43135.0,0,RENT,2800.0,VENTURE,10.37,0.06,4.0,678,Yes,0,13303
22.0,female,Associate,39368.0,0,RENT,15000.0,EDUCATION,11.23,0.38,4.0,631,No,1,44528
30.0,male,Bachelor,60902.0,9,RENT,10000.0,MEDICAL,12.33,0.16,7.0,639,No,0,38528
37.0,male,Associate,186823.0,14,MORTGAGE,20000.0,HOMEIMPROVEMENT,6.54,0.11,15.0,623,Yes,0,31833
31.0,male,Associate,79099.0,13,RENT,6000.0,EDUCATION,11.49,0.08,6.0,565,Yes,0,21843
40.0,male,Associate,103132.0,17,MORTGAGE,5000.0,HOMEIMPROVEMENT,14.27,0.05,16.0,636,No,0,31273
27.0,female,Associate,70269.0,3,RENT,7500.0,EDUCATION,12.21,0.11,10.0,599,No,0,22708
34.0,male,Bachelor,83756.0,14,RENT,12800.0,VENTURE,15.7,0.15,5.0,712,No,1,25986
27.0,male,High School,76244.0,4,MORTGAGE,12000.0,DEBTCONSOLIDATION,5.42,0.16,8.0,666,Yes,0,23419
30.0,female,Bachelor,59871.0,8,MORTGAGE,16000.0,PERSONAL,13.49,0.27,7.0,603,No,1,22428
29.0,male,Bachelor,180980.0,3,MORTGAGE,24000.0,VENTURE,10.94,0.13,5.0,640,Yes,0,40850
24.0,female,High School,43742.0,4,MORTGAGE,10000.0,DEBTCONSOLIDATION,13.49,0.23,3.0,596,Yes,0,3129
23.0,female,High School,35638.0,2,RENT,2800.0,PERSONAL,10.38,0.08,2.0,678,Yes,0,2447
43.0,male,High School,936880.0,21,MORTGAGE,1000.0,HOMEIMPROVEMENT,8.94,0.0,11.0,657,Yes,0,31916
27.0,female,Associate,39361.0,5,RENT,8000.0,MEDICAL,9.91,0.2,7.0,653,No,0,22918
38.0,male,High School,82296.0,18,MORTGAGE,5000.0,DEBTCONSOLIDATION,11.01,0.06,15.0,651,No,0,30861
43.0,female,Associate,54648.0,21,RENT,7000.0,EDUCATION,9.67,0.13,14.0,700,No,0,34339
24.0,male,Associate,79037.0,3,MORTGAGE,11000.0,PERSONAL,11.49,0.14,2.0,630,No,0,10035
23.0,male,Bachelor,72990.0,2,RENT,8000.0,VENTURE,11.14,0.11,3.0,656,No,0,9081
38.0,male,High School,133310.0,18,MORTGAGE,16000.0,EDUCATION,11.99,0.12,16.0,683,Yes,0,33334
40.0,male,High School,42268.0,17,RENT,5400.0,PERSONAL,12.61,0.13,13.0,697,No,1,30114
24.0,male,Bachelor,63281.0,3,RENT,8000.0,EDUCATION,12.43,0.13,4.0,704,Yes,0,39228
32.0,male,Bachelor,67208.0,11,MORTGAGE,9000.0,MEDICAL,13.85,0.13,10.0,620,Yes,0,22474
23.0,male,Master,56660.0,0,MORTGAGE,5000.0,MEDICAL,7.49,0.09,3.0,608,No,1,7345
24.0,male,Bachelor,54519.0,1,MORTGAGE,6500.0,DEBTCONSOLIDATION,11.38,0.12,3.0,655,No,0,35896
22.0,male,High School,99292.0,0,RENT,1600.0,EDUCATION,11.89,0.02,2.0,659,No,0,15084
24.0,female,Associate,49006.0,6,RENT,1000.0,MEDICAL,10.99,0.02,3.0,655,Yes,0,1394
27.0,female,High School,38834.0,7,RENT,6000.0,EDUCATION,12.84,0.15,9.0,617,No,1,21550
32.0,female,Bachelor,127031.0,9,MORTGAGE,5000.0,MEDICAL,14.24,0.04,9.0,569,Yes,0,34762
27.0,female,High School,188638.0,2,MORTGAGE,5000.0,DEBTCONSOLIDATION,6.54,0.03,5.0,511,Yes,0,27979
28.0,male,Associate,114997.0,4,RENT,8000.0,EDUCATION,12.42,0.07,6.0,670,No,0,23399
28.0,female,Bachelor,53581.0,6,MORTGAGE,10934.0,DEBTCONSOLIDATION,11.77,0.2,7.0,582,No,0,41187
25.0,female,Master,52595.0,2,RENT,1200.0,VENTURE,9.91,0.02,4.0,611,Yes,0,1483
28.0,female,Master,217215.0,6,MORTGAGE,15081.0,HOMEIMPROVEMENT,12.23,0.07,10.0,653,Yes,0,33145
22.0,male,High School,45367.0,2,RENT,10000.0,EDUCATION,7.51,0.22,4.0,613,Yes,0,10653
25.0,male,High School,67129.0,3,MORTGAGE,5500.0,VENTURE,11.41,0.08,5.0,650,Yes,0,34900
49.0,male,High School,860787.0,25,MORTGAGE,12635.0,PERSONAL,9.83,0.01,26.0,620,No,0,39259
36.0,female,Master,78045.0,11,MORTGAGE,6800.0,DEBTCONSOLIDATION,18.39,0.09,12.0,678,No,1,30909
34.0,male,Bachelor,43283.0,8,RENT,3200.0,MEDICAL,11.26,0.07,6.0,668,No,0,19654
25.0,male,Bachelor,62231.0,2,RENT,9000.0,EDUCATION,7.24,0.14,3.0,540,Yes,0,34165
30.0,male,High School,99389.0,7,RENT,5000.0,PERSONAL,10.71,0.05,5.0,581,Yes,0,39023
23.0,female,Bachelor,49130.0,1,MORTGAGE,6000.0,PERSONAL,11.01,0.12,2.0,686,Yes,0,4069
32.0,female,Associate,37198.0,10,MORTGAGE,6000.0,EDUCATION,15.31,0.16,8.0,672,Yes,0,19132
28.0,male,Bachelor,29244.0,4,OWN,3000.0,VENTURE,6.91,0.1,5.0,629,Yes,0,27173
31.0,female,Master,121067.0,8,MORTGAGE,15000.0,HOMEIMPROVEMENT,10.59,0.12,10.0,670,No,0,26297
33.0,female,Bachelor,37317.0,9,RENT,6000.0,MEDICAL,19.42,0.16,9.0,679,No,1,28353
30.0,female,Associate,84680.0,8,MORTGAGE,8000.0,EDUCATION,9.91,0.09,5.0,654,No,0,24104
23.0,male,High School,70835.0,3,MORTGAGE,7200.0,MEDICAL,11.97,0.1,2.0,633,No,1,16911
24.0,male,High School,35899.0,1,MORTGAGE,5500.0,DEBTCONSOLIDATION,12.98,0.15,2.0,575,Yes,0,1747
26.0,male,Associate,85101.0,5,RENT,15000.0,VENTURE,16.35,0.18,3.0,502,Yes,0,15453
41.0,male,Associate,282175.0,16,MORTGAGE,25000.0,MEDICAL,15.7,0.09,16.0,587,No,1,43630
25.0,female,High School,29736.0,6,RENT,2000.0,EDUCATION,11.2,0.07,3.0,612,Yes,0,40947
25.0,female,Bachelor,76600.0,1,RENT,1500.0,DEBTCONSOLIDATION,12.42,0.02,4.0,690,No,0,1646
23.0,female,Associate,30002.0,1,RENT,3400.0,MEDICAL,7.51,0.11,4.0,680,Yes,0,3088
26.0,male,Master,94617.0,2,MORTGAGE,7200.0,VENTURE,6.62,0.08,4.0,705,No,0,17774
23.0,female,Associate,44267.0,0,OWN,8000.0,VENTURE,15.65,0.18,4.0,508,Yes,0,13060
23.0,female,Associate,104368.0,1,MORTGAGE,18753.0,MEDICAL,12.54,0.18,3.0,677,No,1,44188
24.0,male,Bachelor,77823.0,0,OWN,6100.0,VENTURE,18.64,0.08,4.0,665,No,1,10709
36.0,female,High School,63242.0,11,RENT,3000.0,MEDICAL,11.14,0.05,8.0,602,No,0,35439
26.0,male,Associate,108959.0,2,MORTGAGE,6500.0,DEBTCONSOLIDATION,7.14,0.06,3.0,680,Yes,0,13327
28.0,female,High School,36850.0,6,RENT,19425.0,VENTURE,9.74,0.53,4.0,607,No,1,44708
35.0,male,Bachelor,120845.0,12,MORTGAGE,12000.0,EDUCATION,15.76,0.1,6.0,674,No,0,26400
28.0,female,Bachelor,138960.0,4,MORTGAGE,18000.0,DEBTCONSOLIDATION,10.37,0.13,7.0,733,Yes,0,26852
28.0,male,Doctorate,48851.0,8,RENT,6500.0,MEDICAL,10.74,0.13,6.0,647,Yes,0,22122
23.0,female,Bachelor,100690.0,0,RENT,14000.0,EDUCATION,17.51,0.14,4.0,695,No,1,14093
28.0,male,Associate,131497.0,10,MORTGAGE,8000.0,PERSONAL,11.12,0.06,6.0,561,Yes,0,26642
26.0,female,Bachelor,83890.0,4,RENT,6000.0,DEBTCONSOLIDATION,15.47,0.07,7.0,577,No,1,42464
22.0,female,Bachelor,72794.0,1,MORTGAGE,14000.0,EDUCATION,7.49,0.19,2.0,708,No,1,10228
30.0,male,Master,144998.0,6,RENT,10000.0,HOMEIMPROVEMENT,17.04,0.07,5.0,713,Yes,0,20591
32.0,male,Master,108947.0,11,RENT,25000.0,EDUCATION,15.58,0.23,7.0,614,Yes,0,18110
35.0,female,Bachelor,49042.0,12,RENT,2200.0,MEDICAL,11.01,0.04,10.0,623,No,0,19095
24.0,female,Bachelor,97142.0,1,OWN,12000.0,VENTURE,7.49,0.12,3.0,660,No,0,12201
27.0,female,Associate,51224.0,6,MORTGAGE,20000.0,VENTURE,12.84,0.39,7.0,629,Yes,0,20723
22.0,male,Associate,112498.0,0,MORTGAGE,12000.0,MEDICAL,11.49,0.11,3.0,594,Yes,0,13551
26.0,male,High School,65682.0,4,RENT,5500.0,DEBTCONSOLIDATION,8.94,0.08,5.0,681,No,0,38146
34.0,male,High School,36835.0,10,RENT,4200.0,VENTURE,5.79,0.11,5.0,704,Yes,0,24241
23.0,female,High School,37978.0,0,MORTGAGE,4200.0,EDUCATION,10.99,0.11,4.0,621,Yes,0,2209
22.0,male,Bachelor,42826.0,0,MORTGAGE,12149.0,VENTURE,14.14,0.28,4.0,628,Yes,0,35315
27.0,female,Associate,30991.0,2,RENT,9378.0,MEDICAL,12.03,0.3,6.0,641,No,1,43753
24.0,female,Bachelor,51703.0,0,RENT,6000.0,DEBTCONSOLIDATION,12.68,0.12,4.0,535,Yes,0,6469
22.0,female,Bachelor,96688.0,0,MORTGAGE,5000.0,MEDICAL,8.91,0.05,3.0,672,Yes,0,36170
23.0,female,Associate,66711.0,4,MORTGAGE,10000.0,EDUCATION,10.99,0.15,4.0,655,Yes,0,40103
29.0,male,Associate,76355.0,7,RENT,9000.0,MEDICAL,14.31,0.12,9.0,643,Yes,0,37478
47.0,male,Master,35328.0,23,RENT,5000.0,EDUCATION,5.42,0.14,15.0,670,No,0,29946
24.0,female,Bachelor,124427.0,0,MORTGAGE,5000.0,VENTURE,14.22,0.04,4.0,662,No,0,14264
23.0,male,Master,66819.0,0,OWN,15000.0,VENTURE,13.49,0.22,2.0,705,Yes,0,7864
23.0,female,Bachelor,33776.0,1,RENT,4000.0,VENTURE,12.29,0.12,4.0,649,Yes,0,3761
22.0,male,High School,103201.0,0,MORTGAGE,15000.0,VENTURE,6.03,0.15,2.0,584,Yes,0,12735
35.0,male,Associate,198375.0,10,MORTGAGE,7729.0,DEBTCONSOLIDATION,10.8,0.04,12.0,712,No,0,32765
26.0,female,High School,30931.0,2,RENT,8000.0,MEDICAL,11.71,0.26,4.0,652,No,1,8601
26.0,male,Master,44420.0,4,MORTGAGE,9250.0,PERSONAL,10.08,0.21,3.0,559,Yes,0,3419
29.0,male,Bachelor,360790.0,7,RENT,4800.0,PERSONAL,10.99,0.01,6.0,650,Yes,0,20546
41.0,female,Bachelor,49018.0,17,MORTGAGE,1200.0,VENTURE,15.21,0.02,16.0,726,No,0,29833
24.0,male,High School,157008.0,0,MORTGAGE,25000.0,PERSONAL,11.83,0.16,3.0,676,Yes,0,15347
24.0,female,Master,95807.0,5,RENT,20000.0,HOMEIMPROVEMENT,14.11,0.21,2.0,678,No,1,778
29.0,female,High School,53971.0,4,RENT,5400.0,VENTURE,16.0,0.1,9.0,582,No,1,28048
33.0,male,Master,35092.0,9,OWN,4800.0,VENTURE,7.49,0.14,10.0,721,Yes,0,18868
25.0,female,Bachelor,43090.0,3,RENT,5000.0,HOMEIMPROVEMENT,14.96,0.12,3.0,633,No,1,4954
35.0,female,High School,71547.0,12,MORTGAGE,2200.0,DEBTCONSOLIDATION,11.99,0.03,6.0,594,No,0,22843
25.0,male,Associate,92721.0,2,RENT,5000.0,EDUCATION,9.63,0.05,3.0,631,Yes,0,33490
